"English","Verb","Noun","Adj","Prepositions","Adv","Conjunctions","Determiners","QuestionStatement","Answer","PhrasesNum","Plural","AddSub","MultiplyDivide","ExpoLogarithm","Constant","Oscillate","ConDiverge","Fractal","Not","Intersection","GreaterLess","EqualOpposite","Function","System","OriginDestination","ForwardBack","LateralMiddle","UpDown","Time","Velocity","Energy","Sound","Mass","Length","Quantity","LightDark","Red","Green","Blue","Dense","Vescosity","SmoothRough","Poly","ConvexConcave","OpenClose","POV","CauseEffect","Vague","Information","Truth","Life","Water","Air","Fire","Earth","WoodMetal","Plant","Human","Bird","Fish","Reptile","Insect","Mammal","Happy","BirthDeath","Help","Advesary","MaleFem","Hand","Feet","Body","Head","Food","Disease","Necessity","GiveTake","Tool","Building","OrthodoxTaboo","ZealotModerate","WinLose","DomSub","PayFree","Totals"
"bed",0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0.1,0,0,-1,0,0,-1,0,0,-5,0,2,2,0.1,0,1,1,0,-5,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0.1,0.6,1,0,-0.3,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0.8,15.9
"wardrobe",0,1,0,0,0,0,0,0,0,0,0,0.1,-0.1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,-0.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8,27.5
"paper",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-0.3,0.5,0,0,1,1,0,-1,0,0,4,0.1,0,0,0,0,1,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,25.4
"bag",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5,1,0,0,0,0,0,-1,0,0,4,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9.8
"art",0,1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.1,0,0.5,1,1,1,0,0,0,4,0.1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0.6,0.7,-1,20.9
"dark",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.1,0,0,0.5,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-10,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,-0.5,0,-0.1,0,0,-1,0.1,0,0,0,0,0,0.1,0.1,0,-0.1,-0.5,0,1,0,0,0,0,0,0,0.1,0,-0.1,0,0,0,0,-0.1,0,0,0
"light",0,1,0,0,0,0,0,0,0,0,0,0.5,0,0.1,-0.1,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,-10,0.1,0.1,10,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.1
"stove",0,1,0,0,0,0,0,0,0,0,0,0.1,-0.1,0.2,-0.3,0,0.5,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.1,2,0.5,0.2,0,0.1,0.1,0,2,0,0,4,2,-0.3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,1,0,-0.3,0,0,0,0,2,-0.8,0.2,0,8,0.9,0,0,0,1,0,34.1
"oven",0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,-0.3,0,0.5,-1,0,0,0,0,0,1,-1,0,1,0,0,0,0,0.1,2,2,1,0,0.1,0.1,0,2,0,0,6,-4,-1,0,0,0,0,0,0,0,0,7,0,1,0,3,0,0,0,0,0,0,0,1,0,0.4,0,0,0,0,2,-1,-0.5,0,8,0.9,0,0,0,1,1,31.7
"cup",0,1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.5,-1,0,0,0,0,0,0,-1,0,0,-0.1,0,0,0,0.1,0.5,0.7,1,0,0.1,0.1,0,1,0,1,10,-10,-0.6,0,0,0,0,0,0,1,0,0,0,-0.5,0,1,0,0,0,0,0,0,0,1,0,-0.1,1,0,0,0,0.8,0,0.5,0.1,8,0.7,0,0,0,0,0.5,17.2
"bowl",0,1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.5,-1,0,0,0,0,0,0,-1,0,0,-0.1,0,0,0,0.1,0.5,0.5,1,0,0.1,0.1,0,1,0,1,10,-4,-0.5,0,0,0,0,0,0,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,1,0,-0.2,1,0,0.5,0,1,0,0.5,0.1,8,0.7,0,0,0,0,0.9,24.7
"plate",0,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.5,-1,0,0,0,0,0,0,-1,0,0,-0.1,0,0,0,0,0.8,0.9,0.1,0,0.1,0.1,0,2,0,1,9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0.2,0.2,0,0.5,0,2,0,0.9,-0.2,8,0.7,0,0,0,0,0.9,29.9
"pan",0,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.5,-1,0,0,0,0,0,0,-1,0,0,-0.1,0,0,0,0,0.9,1,0.1,-1,0.1,0.1,0,2,0,0,10,-0.2,0,0,0,0.7,0,0,0,0,0,1,0,-7,0,3,0,0,0,0,0,0,0,1,0,0.2,0.2,0,0,0,1,0,0,0,8,0.7,0,0,0,0,0.5,21.5
"pot",0,1,0,0,0,0,0,0,0,0,0,0.5,-0.1,0,0,0,0.5,-1,0,0,0,0,0,0,-1,0,0,-0.1,0,0,0,0,0.9,1,2,-1,0.1,0.1,0,2,0,0,10,-5,0,0,0,0,0.5,0,0,0,0,1,0,-7,0,3,0,0,0,0,0,0,0,1,0,-0.3,0.2,0,0,0,1,0,0,-0.1,8,0.7,0,0,0,0,0.9,17.9
"board",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,0.3,0,0.1,0.1,0,1,0,0,4,0.1,0,0,0,0.5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1,0.5,0,0,0,0,0,15.1
"shelf",0,1,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0.5,0,0,-0.5,0,0,0,0,0,0,1,1,0,0,0,0,0.3,2,0.3,0,0.1,0.1,0,1,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0,5,0.5,0,0,0.8,0,0,23.4
"wood",0,1,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,2,0.6,0,5,5,0,2,0,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,10,9,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,40.9
"water",0,1,0,0,0,0,0,0,0,0,1,0.1,0.1,0,0,1,0.1,0,0,0,0,0,0,-1,0,0,0,0,0,0.1,1,0.1,1,0.1,0.9,0,0,0,7,-1,0,7,-10,0.1,0,0,0,0,0,0,1,10,0,0,0,0.5,0,0.1,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,4,0,1,-0.5,0,0,1,-1,-1,26.7
"fire",0,1,0,0,0,0,0,0,0,0,1,-0.5,-0.1,1,0,1,0,6,0,-0.1,1,0,0,-8,0,0,0,1,0,1,6,1,-1,3,0.8,0,6,0.1,0.1,-10,0,0,-3,-0.1,0,0,0,0,0,0,-1,0,0,10,0,0.7,0,0.5,0,0,0,0,0,0,-1,1,2,1,0,0,0,0,0,0,0,0,1,-0.7,0,0,0,1,0,20.7
"fuel",0,1,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1,0,0,1,0,0.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,-1,1,26.4
"spoon",0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1,0.3,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.5,1,0,0,0,0,0,0.5,0,8,0,0,0,0,-0.3,0,15.1
"knife",0,1,0,0,0,0,0,0,0,0,0,-0.8,-1,0.1,0,0.5,0.5,0,0,0.2,0,0,0,0,0,0,0,0,0,1,0.1,0,1,1,0.3,0,0,0,0,1,0,-1,3,2,1,0,0,0,0,0,-1,0,0,0,0,-7,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,13.9
"basket",0,1,0,0,0,0,0,0,0,0,0,1,0,-0.1,0,0,0.5,0.5,0,0,0,0,0,0,-1,0,0,-0.1,0,0,0,0,0.8,1.5,1,0,1,1,0,-0.5,0,0,8,-5,-1,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1,0.5,0,0,0,0,0,0.3,-0.7,8,0,0,0,0,-0.5,0,17.7
"bucket",0,1,0,0,0,0,0,0,0,0,0,1,0,-0.1,0,0,0.5,0,0,0,0,0,0,0,-1,0,0,-0.1,0,0,0,0,1,2,1,0,0.1,0,0,0,0,0,10,-10,-1,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1,0.5,0,0,0,0,0,0.5,-1,8,0,0,0,0,-0.5,0,13.4
"broom",0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,-0.6,0,1,0,0,0.8,2,0.1,0,1,1,0,-0.1,0,0,3,-1,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1,0.7,0,0,0,0,0,0,0,8,0,0,0,0,-0.5,0,17.4
"rag",0,1,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0.2,0,0.4,0,0,0,0,0,-1,0,0,0,0,0,0.5,0,0,0.6,1,0.1,0,0.1,0.1,0.1,-0.4,0,0,1.1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0.9,0,0,2,0,0,0,0,-1,0,7.2
"clothes",0,1,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.3,0.3,0.5,0,0.1,0,0,0,0,0,0,0,0,0,0.5,0,0,0.9,1,0.3,0,0.1,0.1,0.1,-1,0,1,-1,0,-2,0,0,0,0,0,-1,0,0,0.1,0,0,0,4,0,0,0,0,0,0,0.3,1,-0.1,0,0,0,3,0,0,-0.1,1,0,2,0,0,0,0,0,1,13.1
"armor",0,1,0,0,0,0,0,0,0,0,0,0.7,0.1,0.1,0.5,-1,-0.2,0,0,0.1,1,0,0,1,0,1,1,0.7,0,0,0.1,0.1,1,1.1,0.6,-1,0.1,0.1,0.1,9,0,0,0.1,0.1,-2,0,0,0,0,0,-1,0,0,0,0,-9,0,1,0,0,0,1,0,0,-0.2,5,1,0.7,1,1,3,1,0,0,1,0,3,0,0,0,1,8,1,23.9
"helmet",0,1,0,0,0,0,0,0,0,0,0,0.7,0.1,0.1,0.5,-1,-0.2,0,0,0.1,1,0,0,1,0,0,0,1,0,0,0.1,0,1,1.1,0.3,-1,0.1,0.1,0.1,9,0,0,10,5,-1,0,0,0,0,0,-1,0,0,0,0,-8,0,1,0,0,0,0,0,0,0,5,1,0.7,0,0,1,7,0,0,0,0,3,0,0,0,0.5,4,1,38.8
"hat",0,1,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.3,0.1,0,0.1,0,0,0,0,0,0,0,1,0,0.5,0,0,0.4,1,0.3,0,0.1,0.1,0.1,1,0,0,9,5,-1,0,0,0,0,0,-1,0,0,0.1,0,0,0,2,0,0,0,0,0,0,0,1,-0.1,0,0,0,1,7,0,0,0,0,2,0,0,0,1,0,1,31.7
"coat",0,1,0,0,0,0,0,0,0,0,0,0.7,0.1,-0.1,0,0.1,0.2,0.1,0,0.1,0,0,0,1,0,0,1,0,0,0.5,0,0,0.9,1,0.6,0,0.1,0.1,0.1,1,0,0,-5,0.9,-2,0,0,0,0,0,-1,0,0,0.3,0,0,0,1,0,0,0,0,0,0,0,1,-0.1,0.5,0,0,5,0,0,0,0.5,0,2,0,0,0,1,0,1,11.6
"shirt",0,1,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.1,0.3,0.1,0,0.1,0,0,0,0,0,0,1,1,0,0.5,0,0,0.5,1,0.5,0,0.1,0.1,0.1,-1,0,1,-5,0.9,-1.5,0,0,0,0,0,-1,0,0,0.1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0.6,0,2,0,0,0,0,0,0.8,12.2
"pants",0,1,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.1,0.3,0.1,0,0.1,0,0,0,0,0,0,-0.1,-1,0,0.5,0,0,0.5,1,0.5,0,0.1,0.1,0.1,1,0,0,-3,1,-1.5,0,0,0,0,0,-1,0,0,0.1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0.6,0,2,0,0,0,0,0,0.8,12.2
"boots",0,1,0,0,0,0,0,0,0,0,0,0.7,0.1,0,0,-0.5,0.4,0.1,0,0.1,0,0,0,1,0,0,0,-2,0,0.5,0,0.2,1,1,0.5,0,0.1,0.1,0.1,1,0,0,5,-1,-2,0,0,0,0,0,-1,0,0,0.2,0,-1,0,3,0,0,0,0,0,0,0,2,-0.7,0,0,7,1,0,0,0,0,0,2,0,0,0,1,1,1,19.9
"shoes",0,1,0,0,0,0,0,0,0,0,0,0.7,0,0,-0.3,-0.1,0.4,0.1,0,0.1,0,0,0,0,0,0,0,-2,0,0.5,0,0.2,0.5,1,0.3,0,0.1,0.1,0.1,1,0,0,5,1,-1,0,0,0,0,0,-1,0,0,0.1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0.1,0,2,0,0,0,0,0,0.8,22.9
"belt",0,1,0,0,0,0,0,0,0,0,0,0.1,0.3,-0.1,0,-0.5,1,0,0,0.1,0,0,0,1,0,0,-1,0,0,0.5,0,1,0.5,1,0.3,0,0.1,0.1,0.1,1,0,0,2,6,-1,0,0,0,0,0,-1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0.5,5,0,0,0,0,0,2,0,0,0,0,1,0.9,24
"dress",0,1,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.5,0.2,0.1,0,0.1,0,0,0,0,0,0,1,0,0,0.5,0,0,0.5,2,0.3,0,0.1,0.1,0.1,-1,0,1,-5,0.1,-2,0,0,0.1,0,0,-1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,0,0,0,2,0,0,0,0,-1,0.9,9.4
"arms",0,1,0,0,0,0,0,0,0,0,2,0.1,0,0,0,0.1,-0.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0,1.6,1.5,1.5,0,1,0,0,1,0,0,-2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9,0,3,0,0,0,2,0,1,0,0,0,0,1,0,29.6
"legs",0,1,0,0,0,0,0,0,0,0,2,0.1,0,0,0,0.8,-0.7,0.1,0,0,0,0,0,0,0,0,0,-1,0,2,1,0,1.6,1.8,1.5,0,1,0,0,1,0,0,-2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,9,3,0,0,0,2,0,1,0,0,0,0,-1,0,33.2
"hands",0,1,0,0,0,0,0,0,0,0,2,0.1,0,0,0,0.1,-0.7,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,1.6,1,1.5,0,1,0,0,1,0,0,-7,-6,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,10,0,1,0,0,0,2,0,1,0,0,0,0,-0.5,0,20.3
"feet",0,1,0,0,0,0,0,0,0,0,2,0.1,0,0,0,0.1,-0.7,0.1,0,0,0,0,0,0,0,0,0,-1,0,2,1,0,1.6,1,1.5,0,1,0,0,1,0,0,-5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,1,1,1,0,0,1,0,0,0,10,1,0,0,0,2,0,1,0,0,0,0,-0.5,0,31.7
"stomach",0,1,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0.1,0.6,0,0,0,0,0,0,1,0,0,-1,0,0,0,0.8,0,1,0.1,0.5,0,1,0,0,-0.3,0,0,9,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.3,1,0,0,0,0,4,0,1,0.1,1,0,1,0,0,0,0,0,0.6,31.3
"head",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1,0.5,0,1,0,0,2,0,0,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,10,0,0,1,0,1,0,0,0,0,1,0,36.7
"face",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0.1,0.5,0,1,0,0,-0.1,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,8,0,0,1,0,1,0,0,0,0,1,0,37.7
"eyes",0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.2,-0.2,0.1,0,0,0,0,1,1,0,0,0,1,0,0.6,0,0,1,0.1,1.5,1,1,0,0,-0.1,0,0,6,5,1,0,0.4,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,5,0,0,1,0,1,0,0,0,1,0,0,39.1
"nose",0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.1,0.5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.5,0.5,0,1,0,0,-0.1,0,0,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,5,0,0,0.8,0,1,0,0,0,0,0,0,27.8
"ears",0,1,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0.2,0,0,0,0,0,1,1,0,0,0,1,0,0,0.1,4,1,0.4,1.5,0,1,0,0,-0.4,0,0,5,-6,1,0,0.4,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,5,0,0,1,0,1,0,0,0,1,0,0,27.7
"mouth",0,1,0,0,0,0,0,0,1,0,0,0.5,-0.4,0,0,0.7,0.5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0.1,0.5,0,2,0,0,0,0,0,8,-10,1,0,0.1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,5,1,0,1,0,1,0,0,0,0,1,0,29
"fingers",0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.1,-0.8,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,2,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,1,0,1,0,0,0,0,1,0,33.8
"brain",0,1,0,0,0,0,0,3,1,0,0,0.5,1,0.3,-0.4,0.4,0.3,4,0,0,0,0,1,1,0,0,0,1,0,0,1,0.5,1,0.1,0.5,1,0,0,0,-0.2,0,0,5,5,-1,0,1,0,7,4,1,0.1,0,0,0,0,0,7,1,1,1,1,1,1,1,1,0,0,0,0,1,9,0,0,1,0,1,0,0,0,0,2,0,67.1
"heart",0,1,0,0,0,0,0,0,0,0,0,0.6,0.1,0.1,1,1,0.1,0,0,0,0,0,1,1,1,0,-5,0,0,0.6,1,0.1,1,0.1,0.5,0,9,0,0,0,0,0,7,5,0,0,1,0,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,3,1,1,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,-1,0,53.2
"lungs",0,1,0,0,0,0,0,0,0,0,1,0.5,0.1,0,1,1,0.1,4,0,0,0,0,1,1,0,0,-3,0,0,0.1,0.1,-0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,-6,-1,0,0,0,0,0,0,1,0,8,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,-1,0,19.5
"joints",0,1,0,0,0,0,0,0,0,0,3,0.1,0,0,0,0.1,9,-1,0,1,0,0,1,1,0,0,-1,0,0,0.9,0,0.1,1,0.1,0.5,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,4,4,3,0,0,0,1,0,1,0,0,0,0,-0.5,0,44.8
"bones",0,1,0,0,0,0,0,0,0,0,3,0.1,0,0,3,0,1,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0.1,1,2,0.5,0,0,0,0,2,0,0,2,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,4,4,5,0,0,0,1,0,1,0,0,0,0,0.5,0,37.8
"skin",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,1,-0.2,-0.2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.2,0.5,0.7,0,1,0,0,-0.2,0,1,0,1,-4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,4,4,5,0,0,0,1,0,1,0,0,0,0,0.1,0,27.9
"blood",0,1,0,0,0,0,0,0,0,0,0,0.6,0.1,0.1,1,1,0,0,0,0,0,0,1,1,0,0,-1,0,0,0.6,1,0,0.4,0.1,1,0,10,0,0,0.2,1,0,1,0.1,0,0,0,0,0,0,9,8,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,-0.1,0,0,5,0,0,0,3,0,1,0,0,0,0,-0.6,0,50.1
"air",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,0
"sky",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0.5,1,8,0,0,0,0,-1,0.1,0.1,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,-0.5,0,0.6,0,0,0,0,0,-0.1,0,0,0,1,0,35.3
"rain",0,1,0,0,0,0,0,0,0,0,1,0.5,0.5,0,-1,0.5,0.3,0,0,0,0,0,0,-0.2,-1,0,0,-7,0,2,0.6,1,-0.5,0.1,4,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0.1,0,1,0.3,-0.3,0,0,0,0,0,0,2,0,0,-1,0,0,0,1,0,19.9
"cloud",0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.6,0,0.7,0,0,0,-0.3,0,0,0.3,7,0,-0.7,0,-0.1,-1,0.1,0.2,1,0,0,0,-9,0,0,-10,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,-0.4,0,0,0,1,0,0.9
"sun",0,1,0,0,0,0,0,0,0,0,0,0.7,0.1,0,1,1,0,0,0,0,3,0,0,-0.3,1,0,0,7,1,-0.1,0,-0.1,8,0.1,1,10,4,-1,0,0,0,0,10,5,0,0,0,0,0,0,0,-1,10,10,0,0,0.5,0,0,0,0,0,0,0,0.4,1,1,0.4,0,0,0,0,0,0,5,0,0,-0.1,0,0,0,8,0,79.6
"snow",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0,0,0,0,0,-0.3,0,0,0,-3,0,-0.8,-5,-0.1,0.5,0.1,0.1,10,0,0,1,-5,0,0,6,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0,0,-0.2,0,0,0,0,0,0,0,0,0,-0.6,0,0,0,1,0,15.7
"hill",0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3,1,5,-1,1,0,0,0,0,0,-0.3,0,0,1,3,0,0.1,0,-0.1,4,2,1,0,0,1,0,4,0,-0.5,3,9,1,0,0,0,0,0,0.3,0,0,0,8,0,0.8,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,1,0,44
"mountain",0,1,0,0,0,0,0,0,0,0,0,0.1,-0.1,1,2,1,-1,2,0,0,3,0,0,-0.3,0,0,1,7,0,0.2,0,0.1,8,5,1,0,0,0.5,0.9,8,0,-0.5,3,5,0.8,0,0,0,0,0,0.5,0.3,0,0,9,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,1,0,59
"canyon",0,1,0,0,0,0,0,0,0,0,0,0.1,-0.1,0.3,-0.1,0,2,1,0,0,1,0,0,-0.3,0,0,2,-5,0,0.2,0,0.2,4,6,1,0,1,0,0,5,0,-0.6,3,-8,0.8,0,0,0,0,0,0.2,0.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,24.7
"cave",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0.3,4,3,1,0,1,0,0,0,0,-0.6,5,-10,-4,0,0,0,0,0,0.2,0.5,0,0,8,0,0,0,0.1,0,0.3,0.3,0.3,0,0.1,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,11.1
"river",0,1,0,0,0,0,0,0,0,0,0,0.5,-0.1,0.4,-0.1,3,2,2,0,0,0,0,0,-0.3,-0.9,2,1,0,0,3,2,2,4,7,1,0,0,0,1,0,-1,1,2,-5,0.7,0,0,0,0,0,0.8,9,0,0,1,0,0,0,0,1,0,0,0,0,0.1,1,1,0,0,0,0,0,0.1,0,0.3,0,0,-1,0,0,0,1,0,41.5
"lake",0,1,0,0,0,0,0,0,0,0,0,0.7,-0.1,-0.8,0.1,0,0,0,0,0,3,0,0,-0.3,0,0,2,0,0,-1,0,0,5,3,1,0,0,0,1,0,-1,0.5,6,-5,1,0,0,0,0,0,0.7,9,0,0,1,0,0,0,0,1,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.3,0,0,-0.4,0,0,0,1,0,27.9
